datetime,open,high,low,close,volume,upper_band,middle_band,lower_band,ema,macd,macd_signal,macd_hist,rsi,sma,slow_k,slow_d,dominant_category,dominant_sentiment
2021-09-09,155.49001,156.11,153.95,154.07001,57305700,156.58033,150.783,144.98567,153.34054,2.43918,2.10654,0.33264,61.24829,153.32,69.56118,82.74822,Pro: Street Calls,neutral
2021-09-08,156.98,157.03999,153.98,155.11,74420200,156.34086,150.3725,144.40414,153.15817,2.4914,2.02338,0.46801,64.7638,152.59444,83.15051,90.73167,Pro: Street Calls,neutral
2021-09-07,154.97,157.25999,154.39,156.69,82278300,155.79475,149.897,143.99925,152.67021,2.41592,1.90638,0.50954,70.46993,151.84444,95.53298,92.11788,Technology,neutral
2021-09-03,153.75999,154.63,153.09,154.3,57808700,154.59477,149.367,144.13923,151.66526,2.12357,1.779,0.34458,66.29928,151.05889,93.51152,85.75064,Technology,negative
2021-09-02,153.87,154.72,152.39999,153.64999,71115500,153.84566,148.959,144.07234,151.00658,1.96289,1.69285,0.27003,65.05279,150.54889,87.30914,81.75847,Technology,neutral
2021-09-01,152.83,154.98,152.34,152.50999,80313700,153.07533,148.6295,144.18367,150.34573,1.79542,1.62534,0.17008,62.81281,149.94222,76.43128,84.61683,Technology,neutral
2021-08-31,152.66,152.8,151.28999,151.83,86453100,152.47566,148.3515,144.22734,149.80466,1.67164,1.58282,0.08881,61.44402,149.29667,81.53501,78.17414,Technology,positive
2021-08-30,149.0,153.49001,148.61,153.12,90956700,151.9471,148.128,144.3089,149.29832,1.55856,1.56062,-0.00206,65.70428,148.68889,95.8842,65.10906,Technology,positive
2021-08-27,147.48,148.75,146.83,148.60001,55802400,150.97046,147.748,144.52554,148.34291,1.26022,1.56113,-0.30091,55.71368,148.36333,57.10321,51.06783,Technology,positive
2021-08-26,148.35001,149.12,147.50999,147.53999,48597200,150.90902,147.611,144.31298,148.27863,1.32132,1.63636,-0.31505,52.71402,148.64333,42.33978,55.80316,Technology,positive
2021-08-25,149.81,150.32001,147.8,148.36,58991300,150.92434,147.516,144.10766,148.46329,1.48801,1.71512,-0.22712,55.40998,148.81667,53.76051,65.87752,Technology,negative
2021-08-24,149.45,150.86,149.14999,149.62,48606400,150.90317,147.347,143.79083,148.48911,1.59563,1.7719,-0.17627,59.7716,148.87556,71.3092,65.08829,Technology,positive
2021-08-23,148.31,150.19,147.89,149.71001,60131800,150.61014,147.2045,143.79886,148.20639,1.58149,1.81597,-0.23448,60.08534,148.45778,72.56284,51.53211,,
2021-08-20,147.44,148.5,146.78,148.19,60549600,150.4814,147.1685,143.8556,147.83049,1.53128,1.87459,-0.34331,56.5054,148.00111,51.39284,37.25204,Technology,negative
2021-08-19,145.03,148.0,144.5,146.7,86960300,150.52653,147.187,143.84747,147.74061,1.59969,1.96042,-0.36073,52.63884,147.76778,30.64066,46.89348,Pro: Street Calls,positive
2021-08-18,149.8,150.72,146.14999,146.36,86326000,150.5289,147.192,143.8551,148.00076,1.81544,2.0506,-0.23516,51.72962,147.70556,29.72262,69.74348,Climate,positive
2021-08-17,150.23,151.67999,149.09,150.19,92229700,150.55421,147.144,143.73379,148.41095,2.09903,2.10939,-0.01036,64.72771,147.78333,80.31715,91.52678,Pro: Street Calls,neutral
2021-08-16,148.53999,151.19,146.47,151.12,103296000,150.07382,146.942,143.81018,147.96619,2.04049,2.11198,-0.07149,68.61508,147.42333,99.19067,93.7896,,
2021-08-13,148.97,149.44,148.27,149.10001,59375000,149.60706,146.5085,143.40994,147.17774,1.84141,2.12985,-0.28844,64.28948,147.00556,95.07252,75.90667,Technology,positive
2021-08-12,146.19,149.05,145.84,148.89,72282600,149.23434,146.373,143.51166,146.69717,1.7662,2.20196,-0.43576,63.80793,146.60778,87.10561,58.20764,,
2021-08-11,146.05,146.72,145.53,145.86,48493500,149.14649,146.3525,143.55851,146.14896,1.66589,2.3109,-0.64501,55.82767,146.27111,45.54189,45.40472,Technology,positive
2021-08-10,146.44,147.71001,145.3,145.60001,69023100,149.5526,146.517,143.4814,146.2212,1.82214,2.47216,-0.65001,55.03774,146.24667,41.97544,46.685,Technology,neutral
2021-08-09,146.2,146.7,145.52,146.09,48908700,149.55223,146.519,143.48577,146.3765,2.02155,2.63466,-0.61311,56.8158,146.17778,48.69683,54.71115,Technology,negative
2021-08-06,146.35001,147.11,145.63,146.14,54126800,149.59444,146.4395,143.28456,146.44813,2.19676,2.78794,-0.59118,56.99026,146.25333,49.38274,60.04749,Technology,positive
2021-08-05,146.98,147.84,146.17,147.06,46397700,149.59403,146.388,143.18197,146.52516,2.38335,2.93573,-0.55238,60.14564,146.57,66.05388,66.35569,Technology,neutral
2021-08-04,147.27,147.78999,146.28,146.95,56368300,149.66462,146.197,142.72938,146.39145,2.49318,3.07383,-0.58065,59.89914,146.73667,64.70584,59.74391,,
2021-08-03,145.81,148.03999,145.17999,147.36,64786600,149.59705,146.078,142.55895,146.25181,2.60828,3.21899,-0.61071,61.20946,146.72,68.30734,54.94201,Pro: Street Calls,neutral
2021-08-02,146.36,146.95,145.25,145.52,62880000,149.69215,145.811,141.92985,145.97477,2.67552,3.37167,-0.69615,57.31864,146.50222,46.21855,48.05925,,
2021-07-30,144.38,146.33,144.11,145.86,70440600,150.17887,145.533,140.88713,146.08846,2.90977,3.5457,-0.63594,58.32239,146.57222,50.30014,45.89835,Technology,positive
2021-07-29,144.69,146.55,144.58,145.64,56699500,150.97549,145.1035,139.23151,146.14557,3.13181,3.70469,-0.57288,57.8792,146.19333,47.65907,50.92516,Trading Nation,positive
2021-07-28,144.81,146.97,142.53999,144.98,118931200,151.52023,144.6695,137.81877,146.27197,3.39206,3.84791,-0.45585,56.59338,146.27667,39.73586,64.76372,Technology,positive
2021-07-27,149.12,149.21001,145.55,146.77,104818600,151.98778,144.237,136.48623,146.59496,3.7421,3.96187,-0.21977,61.30656,146.66555,65.38055,80.01792,Technology,positive
2021-07-26,148.27,149.83,147.7,148.99001,72434100,152.31164,143.6375,134.96336,146.5512,3.95218,4.01681,-0.06463,67.8102,146.93,89.17477,82.85027,,
2021-07-23,147.55,148.72,146.92,148.56,71447400,152.28568,142.8435,133.40132,145.9415,3.93681,4.03297,-0.09616,67.18406,146.55777,85.49845,75.69088,Pro: Investing trends,positive
2021-07-22,145.94,148.2,145.81,146.8,77338200,151.99165,142.086,132.18035,145.28687,3.90371,4.05701,-0.1533,64.5644,146.10666,73.87758,71.51254,Technology,neutral
2021-07-21,145.53,146.13,144.63,145.39999,74993500,151.72792,141.431,131.13408,144.90859,3.98388,4.09534,-0.11146,62.34401,145.91889,67.6966,64.13907,Pro: Pro Insight,positive
2021-07-20,143.46001,147.10001,142.96001,146.14999,96350000,151.47486,140.86,130.24514,144.78574,4.1708,4.1232,0.0476,64.34979,145.67889,72.96345,67.67964,Pro: Street Calls,negative
2021-07-19,143.75,144.07001,141.67,142.45,121434600,151.1135,140.1675,129.2215,144.44467,4.27235,4.1113,0.16105,58.18738,145.50333,51.75715,73.74436,Technology,neutral
2021-07-16,148.46001,149.75999,145.88,146.39,93251400,151.23773,139.568,127.89828,144.94334,4.71655,4.07104,0.64551,70.18326,145.45556,78.31831,88.98996,Technology,positive
2021-07-15,149.24001,150.0,147.09,148.48,106820300,150.53597,138.838,127.14003,144.58168,4.81375,3.90966,0.90409,78.11569,144.74111,91.15763,92.07611,Pro: Street Calls,positive
2021-07-14,148.10001,149.57001,147.67999,149.14999,127050800,149.32261,137.9215,126.52039,143.6071,4.65498,3.68364,0.97134,80.83536,143.49556,97.49395,90.89657,Pro: Street Calls,positive
2021-07-13,144.03,147.46001,143.63,145.64,100827100,147.65486,136.946,126.23714,142.22138,4.31642,3.4408,0.87561,76.92769,142.14111,87.57675,90.63704,Technology,negative
2021-07-12,146.21001,146.32001,144.0,144.5,76299700,146.46546,136.188,125.91054,141.36672,4.17888,3.2219,0.95698,75.41592,141.10667,87.61901,91.27048,Pro: Street Calls,neutral
2021-07-09,142.75,145.64999,142.64999,145.11,99890800,145.55249,135.3305,125.10851,140.5834,4.05862,2.98266,1.07597,77.95381,140.02667,96.71537,94.71722,Technology,negative
2021-07-08,141.58,144.06,140.67,143.24001,105575500,144.31805,134.3805,124.44295,139.45176,3.78398,2.71366,1.07032,75.6182,138.69334,89.47707,93.24802,,
2021-07-07,143.53999,144.89,142.66,144.57001,104911600,143.1131,133.575,124.0369,138.50469,3.56881,2.44608,1.12272,81.30702,137.60111,97.95923,96.64014,,
2021-07-06,140.07001,143.14999,140.07001,142.02,108181800,141.22526,132.6835,124.14174,136.98836,3.10683,2.1654,0.94143,78.41615,136.39334,92.30776,96.86908,Pro: Pro Insight,positive
2021-07-02,137.89999,140.0,137.75,139.96001,78852600,139.7599,131.8775,123.9951,135.73045,2.73163,1.93005,0.80159,75.58363,135.5,99.65344,98.10691,Top States For Business,positive
2021-07-01,136.60001,137.33,135.75999,137.27,52485800,138.53995,131.174,123.80805,134.67307,2.42276,1.72965,0.69311,70.96306,134.64889,98.64604,97.71689,Pro: CNBC TV Picks,positive
2021-06-30,136.17,137.41,135.87,136.96001,63261400,138.0105,130.4875,122.9645,134.02383,2.26716,1.55637,0.71079,70.3629,133.89222,96.02125,96.48543,,
2021-06-29,134.8,136.49001,134.35001,136.33,64556100,137.15144,129.8925,122.63355,133.28979,2.06716,1.37867,0.68849,69.15998,133.31778,98.48338,91.94961,,
2021-06-28,133.41,135.25,133.35001,134.78,62111300,136.30798,129.29,122.27202,132.52973,1.84596,1.20655,0.63941,66.00802,132.63111,94.95165,88.27576,Asia News,negative
2021-06-25,133.46001,133.89,132.81,133.11,70783700,135.60573,128.7815,121.95727,131.96717,1.6946,1.0467,0.6479,62.13647,132.06,82.4138,87.98461,Pro: CNBC TV Picks,positive
2021-06-24,134.45,134.64,132.92999,133.41,68711000,135.07296,128.39,121.70704,131.68146,1.6468,0.88472,0.76207,63.33987,131.76778,87.46181,93.54225,Pro: Street Calls,neutral
2021-06-23,133.77,134.32001,133.23,133.7,60214200,134.36008,128.062,121.76391,131.24932,1.53128,0.6942,0.83708,64.46043,131.09444,94.07822,96.837,Technology,negative
2021-06-22,132.13,134.08,131.62,133.98,74783600,133.47666,127.722,121.96734,130.63665,1.33204,0.48494,0.8471,65.49934,130.25111,99.0867,91.41533,,
2021-06-21,130.3,132.41,129.21001,132.3,79663300,132.36675,127.378,122.38925,129.80082,1.02985,0.27316,0.75669,62.09573,129.49,97.34607,89.03042,Asia News,negative
2021-06-18,130.71001,131.50999,130.24001,130.46001,108953300,131.54331,127.0345,122.52569,129.17602,0.80023,0.08399,0.71624,57.86862,128.87222,77.81322,86.73634,Asia News,positive
2021-06-17,129.8,132.55,129.64999,131.78999,96721700,131.10766,126.877,122.64633,128.85503,0.68284,-0.09507,0.77792,62.55063,128.36555,91.93196,89.84811,Asia News,neutral
2021-06-16,130.37,130.89,128.46001,130.14999,91815000,130.19943,126.522,122.84456,128.12129,0.38767,-0.28955,0.67722,58.72708,127.71,90.46385,92.26756,Technology,negative
2021-06-15,129.94,130.60001,129.39,129.64,62746300,129.59905,126.257,122.91495,127.61411,0.17227,-0.45886,0.63113,57.4733,126.97555,87.14852,88.5044,Technology,positive
2021-06-14,127.82,130.53999,127.07,130.48,96906500,129.04938,126.0885,123.12762,127.10764,-0.05324,-0.61664,0.5634,60.27364,126.46667,99.19032,78.09153,,
2021-06-11,126.53,127.44,126.1,127.35,53522400,128.21487,125.937,123.65913,126.26455,-0.42583,-0.75749,0.33166,52.21822,125.77778,79.17437,70.04368,Technology,neutral
2021-06-10,127.02,128.19,125.94,126.11,71186400,128.03605,125.818,123.59995,125.99318,-0.5765,-0.84041,0.26391,48.3667,125.47333,55.90991,66.74742,Technology,positive
2021-06-09,127.21,127.75,126.52,127.13,56877900,128.2296,125.651,123.0724,125.96398,-0.63417,-0.90638,0.27221,51.53997,125.38111,75.04677,66.66999,Technology,neutral
2021-06-08,126.6,128.46001,126.21,126.74,74403800,128.08203,125.59,123.09796,125.67248,-0.80241,-0.97444,0.17203,50.38422,125.35,69.28559,60.15254,Technology,negative
2021-06-07,126.17,126.32,124.83,125.9,71057600,128.09813,125.5955,123.09287,125.40559,-0.96576,-1.01744,0.05168,47.89908,125.36778,55.6776,41.20874,Technology,neutral
2021-06-04,124.07,126.16,123.85,125.89,75169300,129.0231,125.811,122.5989,125.28199,-1.07469,-1.03036,-0.04433,47.87021,125.50111,55.49441,36.08052,Pro: Street Calls,neutral
2021-06-03,124.68,124.85,123.13,123.54,76229200,129.64431,126.0035,122.36269,125.12999,-1.19707,-1.01928,-0.17779,40.70159,125.45,12.4542,28.73008,Technology,neutral
2021-06-02,124.28,125.24,124.05,125.06,59278900,129.79701,126.2315,122.66599,125.52749,-1.09658,-0.97483,-0.12175,44.36587,125.86889,40.29293,37.53858,Technology,positive
2021-06-01,125.08,125.35,123.94,124.28,67637100,129.96049,126.371,122.78151,125.64436,-1.10714,-0.9444,-0.16274,41.87226,125.82778,33.4431,37.9622,,
2021-05-28,125.57,125.8,124.55,124.61,71311100,131.1359,126.784,122.4321,125.98545,-1.02509,-0.90371,-0.12138,42.62279,125.89111,38.8797,43.83264,Pro: Street Calls,negative
2021-05-27,126.44,127.64,125.08,125.28,94625600,131.80598,127.1265,122.44702,126.32932,-0.93906,-0.87337,-0.06569,44.11347,126.07555,41.56381,48.07586,,
2021-05-26,126.96,127.39,126.42,126.85,56575900,132.88595,127.5365,122.18705,126.59165,-0.88381,-0.85694,-0.02687,47.747,126.31667,51.0544,52.16429,Technology,neutral
2021-05-25,127.82,128.32001,126.32,126.9,72009500,133.82062,127.873,121.92538,126.52706,-0.96029,-0.85023,-0.11007,47.8636,126.10778,51.60937,46.61801,Technology,neutral
2021-05-24,126.01,127.94,125.94,127.1,63092900,134.81394,128.2475,121.68106,126.43382,-1.04903,-0.82271,-0.22632,48.30166,125.64889,53.82909,43.68447,Technology,positive
2021-05-21,127.82,128.0,125.21,125.43,79295400,135.74558,128.6285,121.51142,126.26728,-1.1674,-0.76613,-0.40127,44.35272,125.51667,34.41557,32.62243,Technology,positive
2021-05-20,125.23,127.72,125.1,127.31,76857100,136.44152,129.073,121.70448,126.4766,-1.13147,-0.66581,-0.46566,48.20148,125.67444,42.80875,26.99853,,
2021-05-19,123.16,124.92,122.86,124.69,92612000,136.72764,129.3045,121.88136,126.26825,-1.26057,-0.5494,-0.71117,41.64897,125.99667,20.64299,21.77077,Technology,negative
2021-05-18,126.56,126.99,124.78,124.85,63342900,137.06542,129.745,122.42458,126.66281,-1.14024,-0.3716,-0.76864,41.94989,126.55778,17.54384,26.58566,Tech Drivers,positive
2021-05-17,126.82,126.93,125.17,126.27,74244600,137.2558,130.158,123.06021,127.11601,-0.98637,-0.17944,-0.80693,44.60588,126.91889,27.12547,26.85558,Technology,positive
2021-05-14,126.25,127.89,125.85,127.45,81918000,137.72829,130.5865,123.44471,127.32752,-0.92021,0.02229,-0.9425,46.89701,127.09445,35.08768,18.98333,,
2021-05-13,124.58,126.15,124.26,124.97,105861300,138.07332,130.922,123.77068,127.2969,-0.94252,0.25791,-1.20043,40.98092,127.66,18.35358,14.6068,Pro: Pro Insight,negative
2021-05-12,123.4,124.64,122.25,122.77,112172300,138.15929,131.3985,124.63771,127.87862,-0.70478,0.55802,-1.2628,35.01742,128.38111,3.50875,8.97111,Technology,positive
2021-05-11,123.5,126.27,122.77,125.91,126142800,137.34241,131.8615,126.38059,129.15577,-0.16709,0.87372,-1.04081,40.43188,129.57111,21.95807,19.08409,Technology,negative
2021-05-10,129.41,129.53999,126.81,126.85,88071200,137.14032,132.2875,127.43469,129.96722,0.20193,1.13393,-0.932,42.24774,130.42333,1.44649,21.53653,Pro: Street Calls,neutral
2021-05-07,130.85001,131.25999,129.48,130.21001,78973300,136.70977,132.507,128.30423,130.74652,0.57427,1.36693,-0.79265,49.64892,131.26111,33.8477,25.55455,Tech Drivers,positive
2021-05-06,127.89,129.75,127.13,129.74001,78128300,136.71821,132.6465,128.57479,130.88065,0.69906,1.56509,-0.86602,48.47651,131.76222,29.31539,17.96854,Tech Drivers,positive
2021-05-05,129.2,130.45,127.97,128.10001,84000900,136.66887,132.6775,128.68613,131.16581,0.89603,1.78159,-0.88557,44.27216,132.27111,13.50056,16.36334,Pro: Street Calls,neutral
2021-05-04,131.19,131.49001,126.7,127.85,137564700,136.70542,132.6675,128.62958,131.93226,1.30137,2.00299,-0.70161,43.62092,132.69778,11.08969,14.02981,Technology,negative
2021-05-03,132.03999,134.07001,131.83,132.53999,75135100,137.05497,132.5855,128.11603,132.95283,1.82527,2.17839,-0.35312,54.7701,133.32556,24.49977,25.08475,Technology,positive
2021-04-30,131.78,133.56,131.07001,131.46001,109839500,137.5896,132.2535,126.9174,133.05604,1.98987,2.26667,-0.2768,52.15527,133.38889,6.49999,39.52544,Technology,positive
2021-04-29,136.47,137.07001,132.45,133.48,151101000,138.52063,131.8305,125.14037,133.45505,2.28098,2.33587,-0.05489,57.97652,133.76444,44.2545,65.27128,Technology,positive
2021-04-28,134.31,135.02,133.08,133.58,107760100,139.11718,131.264,123.41082,133.44881,2.4137,2.34959,0.06411,58.27553,133.84,67.82182,81.25447,Technology,positive
2021-04-27,135.00999,135.41,134.11,134.39,66015800,139.77545,130.58,121.38455,133.41601,2.5378,2.33356,0.20424,60.62725,133.94222,83.73751,88.09862,Technology,neutral
2021-04-26,134.83,135.06,133.56,134.72,66905100,139.77146,129.93,120.08854,133.17252,2.57682,2.2825,0.29431,61.56718,133.68,92.20407,83.91539,Technology,negative
2021-04-23,132.16,135.12,132.16,134.32001,78657500,139.53302,129.2545,118.97598,132.78565,2.55554,2.20893,0.34661,60.88464,133.64778,88.35427,81.32487,Technology,neutral
2021-04-22,133.03999,134.14999,131.41,131.94,84566500,139.22847,128.568,117.90753,132.40206,2.53193,2.12227,0.40965,56.62901,133.30556,71.18783,79.59714,Technology,neutral
2021-04-21,132.36,133.75,131.3,133.5,68847100,139.1264,127.9755,116.8246,132.51757,2.70729,2.01986,0.68743,60.64481,133.42333,84.43253,87.93689,Pro: Street Calls,neutral
2021-04-20,135.02,135.53,131.81,133.11,94812300,138.51562,127.4275,116.33938,132.27197,2.7329,1.848,0.8849,59.98609,133.07444,83.17108,91.39124,The Exchange,neutral
2021-04-19,133.50999,135.47,133.34,134.84,94264200,137.84121,126.9415,116.04179,132.06246,2.76556,1.62678,1.13878,64.42799,132.49556,96.20707,95.96825,Technology,positive
2021-04-16,134.3,134.67,133.28,134.16,84922400,136.86605,126.199,115.53195,131.36807,2.59086,1.34208,1.24878,63.43989,131.53667,94.79556,91.09872,Technology,positive
2021-04-15,133.82001,135.0,133.64,134.5,89347100,135.79758,125.5175,115.23742,130.67009,2.39943,1.02989,1.36954,64.26874,130.61889,96.90211,92.34828,Technology,positive
2021-04-14,134.94,135.0,131.66,132.03,87222800,134.44905,125.0305,115.61195,129.71261,2.08558,0.6875,1.39808,60.81515,129.34111,81.5985,89.14963,Pro: Street Calls,positive
2021-04-13,132.44,134.66,131.92999,134.42999,91266500,133.57042,124.7075,115.84457,129.13326,1.90615,0.33798,1.56817,66.62534,128.24333,98.54423,95.18945,Technology,positive
2021-04-12,132.52,132.85001,130.63,131.24001,91420000,131.84442,124.1855,116.52658,127.80908,1.40505,-0.05406,1.45911,62.16386,126.62889,87.30614,95.58797,Technology,neutral
2021-04-09,129.8,133.03999,129.47,133.0,106686700,130.72162,123.675,116.62838,126.95135,1.06982,-0.41884,1.48866,66.7342,125.53445,99.71796,99.74569,Pro: Street Calls,neutral
2021-04-08,128.95,130.39,128.52,130.36,88844600,128.74734,123.123,117.49866,125.43919,0.44718,-0.79101,1.23818,62.93899,124.22444,99.73982,96.13153,Technology,neutral
2021-04-07,125.83,127.92,125.14,127.9,83466700,127.30044,122.604,117.90756,124.20898,-0.08524,-1.10055,1.01531,58.87979,123.13889,99.77929,90.9551,Technology,negative
2021-04-06,126.5,127.13,125.65,126.21,80171300,126.31834,122.2635,118.20866,123.28623,-0.51308,-1.35438,0.8413,55.79091,122.27111,88.87547,74.20251,Pro: Street Calls,positive
2021-04-05,123.87,126.16,123.07,125.9,88651200,126.16723,121.771,117.37477,122.55529,-0.87963,-1.5647,0.68507,55.21793,121.86333,84.21053,57.69538,Technology,positive
2021-04-01,123.66,124.18,122.49,123.0,75089100,125.51449,121.547,117.57951,121.71911,-1.30313,-1.73597,0.43284,49.5365,121.58444,49.52152,33.77193,Pro: Street Calls,neutral
2021-03-31,121.65,123.52,121.15,122.15,118323800,125.35799,121.4035,117.44901,121.39889,-1.52943,-1.84418,0.31475,47.73171,121.25,39.35408,27.18444,Technology,neutral
2021-03-30,120.11,120.4,118.86,119.9,85671900,125.35028,121.399,117.44772,121.21111,-1.70949,-1.92287,0.21338,42.69404,121.07,12.4402,23.63541,Technology,neutral
2021-03-29,121.65,122.58,120.73,121.39,80819200,125.86237,121.66,117.45763,121.53889,-1.68535,-1.97621,0.29087,45.38378,121.61,29.75904,32.74933,Technology,positive
2021-03-26,120.35,121.48,118.92,121.21,94071200,126.95505,121.98,117.00495,121.57611,-1.78173,-2.04893,0.2672,44.99505,122.07444,28.70698,34.57654,,
2021-03-25,119.54,121.66,119.0,120.59,98844700,126.95605,121.9825,117.00895,121.66764,-1.86051,-2.11573,0.25522,43.71371,122.38333,39.78198,44.17195,,
2021-03-24,122.82,122.9,120.07,120.09,88530500,126.95667,122.0025,117.04833,121.93705,-1.87086,-2.17953,0.30867,42.7144,122.43222,35.24066,52.64909,,
2021-03-23,123.33,124.24,122.14,122.54,95467100,127.34258,122.2655,117.18842,122.39881,-1.80596,-2.2567,0.45074,46.46815,122.64,57.49319,50.97415,,
2021-03-22,120.33,123.87,120.26,123.39,111912300,127.74521,122.4315,117.11779,122.36351,-1.94631,-2.36939,0.42308,47.82204,122.35556,65.21343,43.32054,,
2021-03-19,119.9,121.43,119.68,119.99,185549500,128.08744,122.562,117.03656,122.10689,-2.18368,-2.47516,0.29148,41.49013,122.1,30.21581,44.3645,Technology,positive
2021-03-18,122.88,123.18,120.32,120.53,121229700,129.294,123.056,116.818,122.63611,-2.10871,-2.54803,0.43932,42.24621,121.69667,34.53237,59.23261,Technology,positive
2021-03-17,124.05,125.86,122.34,124.76,111932600,130.2714,123.515,116.7586,123.16264,-2.03732,-2.65785,0.62053,48.70166,121.79556,68.34534,68.4519,Mad Money,neutral
2021-03-16,125.7,127.22,124.72,125.57,115227900,131.28227,123.819,116.35573,122.7633,-2.34727,-2.81299,0.46572,50.06187,121.28111,74.82014,58.51318,Technology,neutral
2021-03-15,121.41,124.0,120.42,123.99,92403800,132.68939,124.2,115.71061,122.06162,-2.7912,-2.92942,0.13821,47.40097,120.89111,62.19023,47.76015,,
2021-03-12,120.4,121.17,119.16,121.03,88105100,134.55264,124.769,114.98536,121.57952,-3.15635,-2.96397,-0.19238,42.02734,121.01667,38.52917,35.69675,Technology,neutral
2021-03-11,122.54,123.21,121.26,121.96,103026500,136.07615,125.474,114.87185,121.71691,-3.27512,-2.91588,-0.35925,43.31847,121.76778,42.56106,34.07207,Trading Nation,positive
2021-03-10,121.69,122.17,119.45,119.98,111943300,137.45026,126.1455,114.84073,121.65613,-3.47377,-2.82606,-0.64771,39.65336,121.69,26.00002,20.19736,Technology,positive
2021-03-09,119.03,122.06,118.79,121.09,129525800,138.65542,126.947,115.23858,122.07517,-3.47519,-2.66414,-0.81106,41.03459,121.80222,33.65514,18.49019,Technology,negative
2021-03-08,120.93,121.0,116.21,116.36,154376600,139.88608,127.738,115.58992,122.32146,-3.53947,-2.46137,-1.0781,31.60815,122.27556,0.93692,10.56353,,
2021-03-05,120.98,121.94,117.57,121.42,153766600,140.32527,128.758,117.19073,123.81182,-3.08844,-2.19185,-0.89659,37.57515,123.33111,20.87852,17.04751,,
2021-03-04,121.75,123.6,118.62,120.13,178155000,141.19197,129.5565,117.92102,124.40978,-2.98303,-1.9677,-1.01533,34.65486,123.84,9.87513,22.14894,Technology,negative
2021-03-03,124.81,125.71,121.84,122.06,112966300,141.18082,130.247,119.31318,125.47972,-2.67375,-1.71387,-0.95988,37.06365,124.92222,20.38888,34.93385,Technology,positive
2021-03-02,128.41,128.72,125.01,125.12,102260900,141.33239,130.8935,120.45462,126.33465,-2.43662,-1.4739,-0.96272,41.28885,125.77222,36.1828,33.04606,,
2021-03-01,123.75,127.93,122.79,127.79,116307900,141.52281,131.3445,121.16619,126.63832,-2.41008,-1.23322,-1.17686,45.49055,126.40778,48.22986,25.43184,Technology,positive
2021-02-26,122.59,124.85,121.2,121.26,164560400,141.60153,131.553,121.50447,126.3504,-2.613,-0.939,-1.674,29.10677,127.00778,14.72551,21.25876,,
2021-02-25,124.68,126.46,120.54,120.99,148199500,141.47739,132.3445,123.21161,127.623,-2.16912,-0.5205,-1.64862,28.2791,128.57555,13.34016,29.12604,Technology,positive
2021-02-24,124.94,125.56,122.23,125.35,111039900,141.88702,133.398,124.90898,129.28124,-1.54353,-0.10834,-1.43519,34.28019,130.14667,35.71061,25.7651,Technology,negative
2021-02-23,123.76,126.71,118.39,125.86,158273000,142.94856,134.2885,125.62844,130.26406,-1.16652,0.25045,-1.41697,35.08898,131.26222,38.32734,21.69343,Technology,positive
2021-02-22,128.00999,129.72,125.6,126.0,103916400,143.67256,135.1415,126.61044,131.36507,-0.72028,0.6047,-1.32498,35.30128,132.39,3.25734,16.24017,Technology,positive
2021-02-19,130.24001,130.71001,128.8,129.87,87668800,143.37418,135.795,128.21583,132.70634,-0.1545,0.93594,-1.09044,41.79169,133.60222,23.49562,18.80187,,
2021-02-18,129.2,130.0,127.41,129.71001,96856700,143.22765,136.145,129.06235,133.41542,0.17586,1.20855,-1.03269,41.37795,134.36778,21.96755,18.01991,,
2021-02-17,131.25,132.22,129.47,130.84,97918500,142.9852,136.261,129.5368,134.34178,0.61125,1.46672,-0.85547,43.40122,135.22111,10.94245,22.90461,Technology,positive
2021-02-16,135.49001,136.00999,132.78999,133.19,80576300,143.42235,136.1105,128.79865,135.21722,1.04302,1.68059,-0.63757,47.92679,135.56556,21.14973,30.27863,Technology,positive
2021-02-12,134.35001,135.53,133.69,135.37,60145100,144.02294,135.808,127.59306,135.72403,1.33967,1.83999,-0.50031,52.65639,135.76556,36.62164,34.83266,,
2021-02-11,135.89999,136.39,133.77,135.13,64280000,144.23406,135.485,126.73594,135.81253,1.47686,1.96506,-0.4882,52.17392,135.62889,33.06453,35.61826,,
2021-02-10,136.48,136.99001,134.39999,135.39,73046600,144.24874,135.273,126.29726,135.98317,1.65492,2.08711,-0.4322,52.71433,135.27667,34.8118,41.4448,,
2021-02-09,136.62,137.88,135.85001,136.00999,76774200,144.35131,134.9435,125.5357,136.13146,1.83164,2.19516,-0.36353,53.95172,135.46556,38.97844,47.87575,Technology,positive
2021-02-08,136.03,136.96001,134.92,136.91,71297200,144.33355,134.592,124.85045,136.16182,1.96743,2.28604,-0.31862,55.7146,136.13778,50.54416,54.07486,Pro: Street Calls,negative
2021-02-05,137.35001,137.42,135.86,136.75999,75693800,144.0896,134.349,124.6084,135.97478,2.02049,2.3657,-0.34521,55.48951,136.83222,54.10466,50.08264,Technology,positive
2021-02-04,136.3,137.39999,134.59,137.39,84183100,143.84103,134.057,124.27297,135.77848,2.0741,2.452,-0.3779,56.61166,137.51667,57.57576,46.83197,Technology,positive
2021-02-03,135.75999,135.77,133.61,133.94,89880900,143.68916,133.5175,123.34584,135.3756,2.04821,2.54648,-0.49826,51.63851,137.70334,38.56751,40.95144,,
2021-02-02,135.73,136.31,134.61,134.99001,83305400,143.59835,133.371,123.14365,135.73449,2.33665,2.67104,-0.33439,53.36721,138.02889,44.35265,37.42091,,
