datetime,open,high,low,close,volume,upper_band,middle_band,lower_band,ema,macd,macd_signal,macd_hist,rsi,sma,slow_k,slow_d
2024-04-02,169.08000,169.34000,168.23000,168.84000,49329500,176.66550,171.90200,167.13849,171.30875,-2.58921,-2.69685,0.10763,38.37296,171.83778,5.84292,11.38365
2024-04-01,171.19000,171.25000,169.48000,170.03000,46240500,176.95519,172.21500,167.47481,171.92593,-2.49348,-2.72375,0.23027,40.16819,172.64222,6.29069,24.40688
2024-03-28,171.75000,172.23000,170.50999,171.48000,65672700,178.32436,172.69650,167.06864,172.39992,-2.45619,-2.78132,0.32513,42.41326,173.05222,22.01734,26.30475
2024-03-27,170.41000,173.60001,170.11000,173.31000,60273300,179.75464,173.16000,166.56536,172.62990,-2.52051,-2.86260,0.34210,45.38609,173.17889,44.91261,26.69322
2024-03-26,170.00000,171.42000,169.58000,169.71001,57388400,181.08032,173.56550,166.05068,172.45987,-2.75226,-2.94813,0.19586,37.36675,173.14444,11.98430,24.13229
2024-03-25,170.57001,171.94000,169.45000,170.85001,54288300,182.47366,174.21150,165.94933,173.14734,-2.64149,-2.99709,0.35560,39.05294,173.30222,23.18273,29.56775
2024-03-22,171.75999,173.05000,170.06000,172.28000,71106600,183.36394,174.72700,166.09005,173.72167,-2.57775,-3.08600,0.50824,41.21950,173.56667,37.22982,50.02400
2024-03-21,177.05000,177.49001,170.84000,171.37000,106181300,184.43122,175.23900,166.04678,174.08209,-2.60451,-3.21306,0.60855,39.22722,173.61889,28.29068,55.58279
2024-03-20,175.72000,178.67000,175.09000,178.67000,53423100,185.71183,175.88900,166.06617,174.76011,-2.50812,-3.36519,0.85708,52.47584,173.54778,84.55148,58.06872
2024-03-19,174.34000,176.61000,173.03000,176.08000,55215200,186.22431,176.07150,165.91869,173.78264,-3.09188,-3.57946,0.48758,46.52582,172.47333,53.90622,38.80689
2024-03-18,175.57001,177.71001,173.52000,173.72000,75604200,186.77642,176.34550,165.91458,173.20830,-3.52829,-3.70136,0.17307,40.18994,171.70000,35.74846,30.58107
2024-03-15,171.17000,172.62000,170.28999,172.62000,121664700,187.44283,176.77500,166.10717,173.08038,-3.79370,-3.74463,-0.04907,36.95700,171.30000,26.76599,23.98214
2024-03-14,172.91000,174.31000,172.05000,173.00000,72913500,188.25148,177.33700,166.42252,173.19547,-3.96527,-3.73236,-0.23291,37.60912,171.57555,29.22875,24.60696
